,candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,entry_time,entry_batch,@mention
1106,afone version,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
1107,dawns early light,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1108,lee robert moore,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1109,official anthony weiner,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
1110,weinie weiner wagger,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
1111,russian,20,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1112,russian probe,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:45,0,0
1113,russian flag,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1114,russian trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1115,russian dressing on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1116,russian meeting,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1117,nutcase,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1118,putin,15,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:30,0,0
1119,putin trump,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22:40:34,0,0
1120,1 chicago news,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:46,0,0
1121,1 chicago news search businesses,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,22:40:46,0,0
1122,1 ultra flyknit mid sz,36,1,36,0,0,0,36,0,36,0,0,0,0,0,0,0,22:40:35,0,0
1123,1 1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,22:40:53,0,0
1124,unicef,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
1125,electing trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1126,sessions,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1127,repubs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1128,repubs &trump,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:51,0,0
1129,chomo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1130,infomercial pimp,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
1131,dennis hastert&gt,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,22:40:54,0,0
1132,dennis hastert,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
1133,find,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1134,outrage sensors,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:47,0,0
1135,12 16 pm et,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,22:40:55,0,0
1136,guess,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1137,ex-u.s. rep. anthony weiner,7,1,7,6,0,0,1,0,0,0,0,7,0,0,0,0,22:40:36,0,0
1138,big house,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
1139,home,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,1
1140,september,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,22:40:49,0,0
1141,september 8,12,1,12,0,0,0,0,0,12,12,0,0,0,0,0,0,22:40:36,0,0
1142,5yr,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:54,0,0
1143,burnt steak,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1144,sdny,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
1145,jesse watters ``air force one,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:35,0,0
1146,trumps,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1147,associated press,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
1148,act-out,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
1149,conman,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1150,mainstream,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
1151,joy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
1152,danger&apos,2,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,22:40:41,0,0
1153,current,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1154,current pedophile anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
1155,arnold horshack,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
1156,yellow journalism,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1157,prosecutor,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
1158,prosecutor in the secret service,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1159,prosecutor in weiner,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1160,obamas,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
1161,cj,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1162,imagine,4,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1163,imagine air force one,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1164,imagine trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1165,uncle fat,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:40,0,0
1166,uncle ted,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
1167,bob,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
1168,bob loblaw,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1169,bob loblaw law blog,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1170,bob beckel,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1171,bob beckel pedophile anthony weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
1172,bob beckel co-host of 'the five,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,22:40:41,0,0
1173,bob beckel 11 56,3,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,22:40:44,0,0
1174,stay tuned,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
1175,watching drump,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1176,watching air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1177,watching trump,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1178,don,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1179,don arabia,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
1180,don dump,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1181,don hillary,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
1182,judaism,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1183,james comey,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1184,poi,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1185,im,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1186,paulstewartii,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1187,get,9,1,9,0,1,1,1,0,0,0,0,2,0,0,0,0,22:40:29,0,0
1188,get off my plane,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
1189,get smart,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
1190,get on the plane,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1191,hindenburg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1192,reminder the msm,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:41,0,0
1193,reminder brit,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
1194,uh,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
1195,clintons.will,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:48,0,0
1196,snitching,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,22:40:37,0,0
1197,corruption,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
1198,magars,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
1199,lot,8,1,8,0,7,7,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1200,griswolds,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1201,zaphod beeblebrox,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1202,haster,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
1203,po,2,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,22:40:29,0,0
1204,kindle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1205,21-27,228,1,228,0,0,0,0,0,0,0,0,228,0,0,0,0,22:40:36,0,0
1206,21-27 months,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:50,0,0
1207,21-27 y-e-a-r-s,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22:40:41,0,0
1208,manhattan,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1209,blessed herbal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
1210,blotus on air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22:40:35,0,0
1211,got jared,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
1212,got 27,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,22:40:55,0,0
1213,historical,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1214,city of david,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1215,darth vader,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1216,mid-east,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
1217,mid-east peace,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
1218,st augustine,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
1219,st petersburg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1220,st purpose,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1221,15yr,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:52,0,0
1222,ilyushin il-96-300pu,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:34,0,0
1223,tump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1224,smh bruh,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
1225,smh anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
1226,staff,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1227,flying asshole,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1228,thinking,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22:40:33,0,0
1229,paraguay,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1230,moon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1231,heavens gate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1232,reverse disease,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
1233,christmas on groundhog day,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1234,u.s,15,1,15,0,15,15,0,0,0,0,0,15,0,0,0,0,22:40:30,0,0
1235,beyonc,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1236,irl,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1237,fun fact trumps,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
1238,fun fact air force one,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1239,pentagon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1240,pentagon papers,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1241,chumpanzee,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1242,times,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1243,times square,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:48,0,0
1244,internet,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1245,radical libs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1246,ivanka-defending,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,22:40:30,0,0
1247,sweden,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1248,rt_america,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,22:40:30,0,0
1249,djt,4,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1250,russian-planted,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:29,0,0
1251,gulf,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1252,jerry lundegaard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1253,timesofisrael,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,2
1254,protect,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1255,think,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1256,think trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1257,favstar_bot,6,1,6,0,0,0,6,0,0,0,0,6,0,0,0,0,22:40:30,0,0
1258,favstar_bot hershesquirt 10,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,22:40:56,0,0
1259,favstar_bot fun_beard,17,1,17,17,0,0,0,0,0,0,0,17,0,0,0,0,22:40:30,0,0
1260,fighter,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
1261,screening fellini,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1262,sit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1263,hough,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1264,ivory,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:51,0,0
1265,brkng news trump,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1266,detroit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1267,top,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
1268,top in us,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
1269,top secret,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
1270,media,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:42,0,0
1271,jfk,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
1272,❗️❗️❗️little weiner trump,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:48,0,0
1273,us,50,1,50,0,48,50,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1274,us rep. anthony weiner,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,22:40:44,0,0
1275,us govt,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1276,us district,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
1277,us marshalls,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1278,us air force,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,1
1279,us on air force one,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1280,nyts,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1281,suidas,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1282,hawaii news,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
1283,v. turned,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
1284,hlilary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1285,second,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
1286,lifetime,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1287,airforce one,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1288,pacific,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1289,pacific ocean,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:44,0,0
1290,jare,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1291,polaroid,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1292,administration,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1293,holy land &vatican &brussels,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:36,0,0
1294,fake,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1295,fake twitter account,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,22:40:33,0,0
1296,fake news fake news fake news,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:30,0,0
1297,evil america,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1298,1yr delay,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:38,0,0
1299,nothen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1300,dl,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1301,resolute,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1302,trudeau,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:37,0,0
1303,danger,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:52,0,0
1304,time,4,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:29,0,2
1305,journalists on air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1306,birth of a nation,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:32,0,0
1307,banankojanko karlomdz,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1308,banankojanko karlomdz wsj anthony weiner,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:54,0,0
1309,davis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1310,hair force one,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
1311,hair farce one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1312,intel,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
1313,whether democrat,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
1314,congressional,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
1315,subway,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
1316,e.t,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
1317,quite,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1318,illegal,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
1319,true justice,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22:40:39,0,0
1320,ecuadorean,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1321,busted,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1322,bared tushner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1323,cohn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:36,0,0
1324,hope,4,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1325,hope hollywood,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1326,hope mike,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,22:40:32,0,0
1327,hope ivanka,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1328,hope flynn,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:53,0,0
1329,hope trump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1330,hope air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1331,hope jared,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1332,identity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1333,charmin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1334,cessna,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1335,russiagate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1336,pure,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1337,ftw,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1338,magrathea great,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1339,davidson day,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1340,easier,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1341,chelsea manning,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:42,0,0
1342,lemonade,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1343,uma abedin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:52,0,0
1344,uma aberdeen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:43,0,0
1345,buy,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
1346,dumbass,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1347,justice,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:47,0,0
1348,justice dep,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:38,0,0
1349,ton on air force one,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:31,0,0
1350,castelnuovo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1351,airforce1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:32,0,0
1352,force,5,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1353,force one,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22:40:32,0,0
1354,stomp,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1355,dem,45,1,45,0,0,0,0,0,0,0,34,0,0,0,0,0,22:40:36,0,0
1356,depths,5,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,22:40:52,0,0
1357,professional,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
1358,hates usa,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22:40:36,0,0
1359,hates anthony weiner day,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:45,0,0
1360,black,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:55,0,0
1361,black mirror,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1362,black sea,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1363,black suv,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1364,2yrs,28,1,28,0,0,0,0,0,28,0,0,0,0,0,0,0,22:40:49,0,0
1365,xi jinping,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:34,0,0
1366,25-35,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
1367,arabs,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:29,0,0
1368,st.petersburg moscow,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22:40:31,0,0
1369,doctrine of discovery,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1370,wild tony,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:49,0,0
1371,skytanic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1372,submitted,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:32,0,0
1373,keep,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:33,0,0
1374,keep air force one,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22:40:35,0,0
1375,keep going,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:56,0,0
1376,✔️texas sen. uresti,55,1,55,55,0,0,0,55,55,0,0,55,0,0,0,0,22:40:36,0,0
1377,forget,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:30,0,0
1378,irishtimesworld anthony weiner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22:40:50,0,0
1379,so-called president,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,22:40:29,0,0
1380,ludlum,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22:40:29,0,0
